"imdb_score","movie_budget","release_day","release_month","release_year","duration","language","country","maturity_rating","aspect_ratio","distributor","nb_news_articles","director","actor1","actor1_star_meter","actor2","actor2_star_meter","actor3","actor3_star_meter","colour_film","genres","nb_faces","plot_keywords","action","adventure","scifi","thriller","musical","romance","western","sport","horror","drama","war","animation","crime","movie_meter_IMDBpro","cinematographer","production_company","biography","comedy","music","fantasy","history","mystery","family","documentary","plot_topic1","plot_topic2","plot_topic3","plot_topic4","plot_topic5","plot_topic6","plot_topic7","plot_topic8"
5.8,10000000,29,"Jan",1999,95,"English","USA","PG-13",1.85,"Miramax",214,"Robert Iscove","Paul Walker",1737,"Clea DuVall",2048,"Kieran Culkin",999,"Color","Comedy|Romance",2,"bet|friend|high school|prom|prom queen",0,0,0,0,0,1,0,0,0,0,0,0,0,1769,"Francis Kenny","Miramax",0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
6.4,48000000,19,"Oct",2001,132,"English","USA","PG-13",1.85,"Columbia Pictures Corporation",58,"Penny Marshall","Rosie Perez",1984,"Adam Garcia",6289,"Alissa Dean",59323,"Color","Biography|Comedy|Drama",1,"boy|college|heroin|working class|writer",0,0,0,0,0,0,0,0,0,1,0,0,0,10316,"Miroslav Ondraadcek","Columbia Pictures Corporation",1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
7.3,52000000,17,"Mar",2000,131,"English","USA","R",1.85,"Universal Pictures",810,"Steven Soderbergh","Julia Roberts",513,"Albert Finney",2359,"Conchata Ferrell",4398,"Color","Biography|Drama",0,"contamination|corporate crime|environmental issue|female protagonist|working single mother",0,0,0,0,0,0,0,0,0,1,0,0,0,2694,"Edward Lachman","Universal Pictures",1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
7.3,35000000,23,"Sep",2006,110,"Cantonese","Hong Kong","R",2.35,"27 Ten Productions",0,"Johnnie To","Simon Yam",20235,"Anthony Chau-Sang Wong",8593,"Josie Ho",29790,"Color","Action|Crime|Thriller",0,"baby|friendship|macau|practical joke|selfie",1,0,0,1,0,0,0,0,0,0,0,0,1,797892,"Daniel Goodall","27 Ten Productions",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
7.9,28000000,18,"Nov",2005,153,"English","USA","PG-13",2.39,"Twentieth Century Fox",2100,"James Mangold","Sandra Ellis Lafferty",24865,"Dallas Roberts",247,"Tyler Hilton",12415,"Color","Biography|Drama|Music|Romance",0,"1960s|accident|concert|guitar|prison",0,0,0,0,1,1,0,0,0,1,0,0,0,950,"Phedon Papamichael","Fox 2000 Pictures",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,40000000,25,"Nov",2009,87,"English","USA","PG",1.85,"Twentieth Century Fox",2308,"Wes Anderson","Bill Murray",1278,"Meryl Streep",559,"Helen McCrory",1802,"Color","Adventure|Animation|Comedy|Crime|Family",0,"cider|farm|farmer|fox|tale",0,1,0,0,0,0,0,0,0,0,0,1,1,2575,"Tristan Oliver","Twentieth Century Fox",0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1
7.3,45000000,25,"Dec",1999,102,"English","USA","PG",2.35,"DreamWorks Distribution",882,"Dean Parisot","Alan Rickman",864,"Enrico Colantoni",5485,"Robin Sachs",11198,"Color","Adventure|Comedy|Sci-Fi",3,"alien|alien race|convention|fan|general",0,1,1,0,0,0,0,0,0,0,0,0,0,3041,"Jerzy Zielinski","DreamWorks",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6.9,18000000,29,"Jul",1994,114,"English","USA","PG-13",1.85,"New Line Cinema",561,"Chuck Russell","Peter Greene",5536,"Amy Yasbeck",2501,"Reg E. Cathey",3389,"Color","Action|Comedy|Crime|Fantasy",0,"bank|bank clerk|gangster|loki|mask",1,0,0,0,0,0,0,0,0,0,0,0,1,963,"John R. Leonetti","New Line Cinema",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5.9,9000000,10,"Oct",1968,98,"English","France","PG",2.35,"Paramount Pictures",436,"Roger Vadim","Jane Fonda",200,"David Hemmings",5851,"Milo O'Shea",17913,"Color","Adventure|Comedy|Fantasy|Sci-Fi",2,"41st century|angel|future|laser gun|space opera",0,1,1,0,0,0,0,0,0,0,0,0,0,840,"Claude Renoir","Marianne Productions",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.1,20000000,18,"Apr",2003,117,"English","USA","PG",1.85,"Buena Vista Pictures",194,"Andrew Davis","Tim Blake Nelson",5905,"Zane Holtz",7208,"Ski Carr",53879,"Black and White","Adventure|Comedy|Drama|Family|Mystery",0,"bad luck|camp|curse|digging|hole",0,1,0,0,0,0,0,0,0,1,0,0,0,2419,"Stephen St. John","Walt Disney Pictures",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4.6,8000000,27,"Apr",2014,96,"English","USA","R",2.35,"The Exchange",23,"Keith Parmer","Rachel Ann Mullins",39023,"Josh Henderson",6852,"Grant Bowler",10515,"Color","Action|Crime|Drama|Thriller",6,"police officer killed|police officer shot in the chest|police officer shot in the forehead|police officer shot in the head|police shootout",1,0,0,1,0,0,0,0,0,1,0,0,1,23702,"Michael Mayers","Grand Peaks Entertainment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,6000000,12,"Feb",2005,98,"English","Canada","PG-13",1.85,"Samuel Goldwyn Films",22,"Michael McGowan","Campbell Scott",5334,"Adam Butcher",21564,"Gordon Pinsent",20255,"Color","Comedy|Drama|Sport",1,"boston marathon|coma|marathon|miracles|running",0,0,0,0,0,0,0,1,0,1,0,0,0,24449,"Rene Ohashi","Alliance Atlantis Communications",0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5.3,18000000,14,"Nov",2014,91,"English","France","R",2.35,"TF1 International",203,"David Hayter","Jason Momoa",87,"Jennifer Hale",8135,"Stephen McHattie",6778,"Color","Action|Horror",2,"bar|female nudity|murder|small town|werewolf",1,0,0,0,0,0,0,0,1,0,0,0,0,7522,"Gavin Smith","TF1 International",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6.1,30000000,1,"Jul",2011,98,"English","USA","PG-13",2.35,"Summit International",1151,"Tom Hanks","Tom Hanks",86,"Rob Riggle",3288,"Randall Park",1759,"Color","Comedy|Drama|Romance",0,"bus stop|college|community college|scooter|speech class",0,0,0,0,0,1,0,0,0,1,0,0,0,5435,"Philippe Rousselot","Universal Pictures",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.7,25000000,8,"Oct",1993,271,"English","USA","PG",1.85,"New Line Cinema",78,"Ron Maxwell","Tom Berenger",2482,"William Morgan Sheppard",11849,"James Patrick Stuart",7013,"Color","Drama|History|War",0,"american civil war|battle|blood splatter|civil war|irish american",0,0,0,0,0,0,0,0,0,1,1,0,0,5371,"Kees Van Oostrum","TriStar Television",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6.3,35000000,17,"Jul",2015,129,"English","Japan","R",2.35,"Universal Pictures",1883,"Judd Apatow","Amy Schumer",1209,"Randall Park",1759,"Josh Segarra",2234,"Color","Comedy|Romance",1,"actress playing herself|actress shares first name with character|fired from a job|male nudity|written by star",0,0,0,0,0,1,0,0,0,0,0,0,0,2464,"Jody Lee Lipes","Universal Pictures",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,5000000,2,"Sep",2016,88,"English","USA","PG-13",2.35,"XYZ Films",485,"Kevin Smith","Johnny Depp",121,"Haley Joel Osment",463,"Natasha Lyonne",1552,"Color","Comedy|Fantasy|Horror|Thriller",7,"part of trilogy|second part",0,0,0,1,0,0,0,0,1,0,0,0,0,3122,"James Laxton","Abbolita Productions",0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1
6.2,9000000,1,"Jun",2007,95,"English","USA","PG-13",2.35,"Magnolia Pictures",49,"Davis Guggenheim","Emma Bell",6417,"John Doman",7875,"Carly Schroeder",5724,"Color","Biography|Drama|Sport",1,"boy|girl|soccer|south orange new jersey|teenager",0,0,0,0,0,0,0,1,0,1,0,0,0,26748,"Chris Manley","Elevation Filmworks",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
4.7,10000000,2,"Feb",2001,96,"English","USA","R",2.35,"Warner Bros.",12,"Jamie Blanks","Marley Shelton",1932,"Jessica Capshaw",3637,"Johnny Whitworth",5309,"Color","Horror|Mystery|Thriller",1,"dance|nosebleed|revenge|valentine|valentine's day",0,0,0,1,0,0,0,0,1,0,0,0,0,7202,"Rick Bota","Warner Bros.",0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1
7.2,4500000,13,"Aug",1982,90,"English","USA","X",1.85,"Universal Pictures",634,"Amy Heckerling","Jennifer Jason Leigh",84,"Judge Reinhold",3155,"Vincent Schiavelli",5932,"Color","Comedy|Drama",1,"break up|california|high school|surfer|teacher",0,0,0,0,0,0,0,0,0,1,0,0,0,957,"Matthew F. Leonetti","Universal Pictures",0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0
6.9,5000000,11,"Jun",2004,92,"English","USA","PG-13",1.85,"United Artists",10,"Brian Dannelly","Macaulay Culkin",1578,"Patrick Fugit",2979,"Eva Amurri Martino",1848,"Color","Comedy|Drama",5,"christian|jewish|pastor|school|virginity",0,0,0,0,0,0,0,0,0,1,0,0,0,5604,"Bobby Bukowski","United Artists",0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7.6,40000000,11,"Dec",1992,138,"English","USA","R",2.35,"Columbia Pictures Corporation",658,"Rob Reiner","Tom Cruise",85,"Demi Moore",980,"Kevin Pollak",3613,"Color","Drama|Thriller",0,"cuba|guantanamo|lance corporal|lawyer|murder",0,0,0,1,0,0,0,0,0,1,0,0,0,2659,"Robert Richardson","Columbia Pictures Corporation",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
6.9,8000000,12,"Nov",1982,130,"English","USA","R",1.85,"Warner Bros.",537,"George A. Romero","Ted Danson",483,"Hal Holbrook",4723,"Adrienne Barbeau",1380,"Color","Comedy|Fantasy|Horror",0,"anthology|child abuse|critically acclaimed|death|grindhouse",0,0,0,0,0,0,0,0,1,0,0,0,0,3953,"Michael Gornick","Creepshow Films Inc.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.4,18000000,24,"Jul",1981,107,"English","USA","R",2.35,"Filmways Pictures",21,"Brian De Palma","Nancy Allen",2736,"Dennis Franz",6038,"John McMartin",20426,"Color","Mystery|Thriller",0,"conspiracy|political conspiracy|recording|sound|truth",0,0,0,1,0,0,0,0,0,0,0,0,0,5833,"Vilmos Zsigmond","Cinema 77",0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0
6.2,4000000,19,"Mar",1982,94,"English","Canada","R",1.85,"Twentieth Century Fox",57,"Bob Clark","Art Hindle",12414,"Susan Clark",438255,"Tony Ganios",14149,"Color","Comedy",0,"female full frontal nudity|revenge|school|sheriff|virginity",0,0,0,0,0,0,0,0,0,0,0,0,0,3301,"Reginald H. Morris","Melvin Simon Productions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,1800000,15,"Jun",1973,96,"English","USA","G",2.35,"Twentieth Century Fox",75,"J. Lee Thompson","Roddy McDowall",4665,"Paul Williams",206539,"Claude Akins",6644,"Color","Action|Sci-Fi",4,"ape|general|gorilla|outer space|planet of the apes",1,0,1,0,0,0,0,0,0,0,0,0,0,17363,"Richard H. Kline","Apjac International",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
6.3,55000000,9,"Apr",2010,101,"English","USA","PG-13",2.35,"Twentieth Century Fox",2999,"Shawn Levy","Mila Kunis",376,"James Franco",343,"Steve Carell",296,"Color","Comedy|Crime|Romance|Thriller",2,"city|new york city|night|reservation|restaurant",0,0,0,1,0,1,0,0,0,0,0,0,1,3670,"Dean Semler","Twentieth Century Fox",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,25000000,21,"Sep",1984,117,"English","UK","PG",2.35,"Mill Creek Entertainment",12,"John Guillermin","Tanya Roberts",1688,"Donovan Scott",15413,"Ted Wass",11359,"Color","Adventure|Fantasy",1,"chimpanzee|elephant|jungle|mercenary|shaman",0,1,0,0,0,0,0,0,0,0,0,0,0,15614,"multiple","Columbia TriStar Television",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6.1,34000000,2,"Mar",2001,123,"English","USA","R",2.35,"AMBI Group",213,"Gore Verbinski","J.K. Simmons",1304,"Brad Pitt",134,"Julia Roberts",513,"Color","Adventure|Comedy|Crime|Romance",0,"curse|hostage|mexico|pistol|vomiting",0,1,0,0,0,1,0,0,0,0,0,0,1,7521,"Dariusz Wolski","DreamWorks",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,30000000,1,"Dec",2006,101,"English","USA","PG",2.35,"New Line Cinema",149,"Catherine Hardwicke","Keisha Castle-Hughes",4152,"Hiam Abbass",8397,"Shaun Toub",13042,"Color","Drama|Family|Fantasy",0,"angel|bethlehem|journey|nazareth|virgin",0,0,0,0,0,0,0,0,0,1,0,0,0,19478,"Elliot Davis","New Line Cinema",0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
5.8,6500000,12,"Feb",1988,121,"English","USA","R",1.85,"Columbia Pictures Corporation",78,"Spike Lee","Tisha Campbell-Martin",5359,"Ossie Davis",13365,"Bill Nunn",8486,"Color","Comedy|Drama|Musical",4,"beauty salon|black college|college|fraternity|sorority",0,0,0,0,1,0,0,0,0,1,0,0,0,13976,"Ernest R. Dickerson","Columbia Pictures Corporation",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,26000000,4,"Oct",1996,149,"English","USA","PG",1.37,"Twentieth Century Fox",6,"Tom Hanks","Tom Hanks",86,"Charlize Theron",233,"Ethan Embry",1236,"Color","Comedy|Drama|Music",6,"band|drummer|jazz|pennsylvania|song",0,0,0,0,1,0,0,0,0,1,0,0,0,4322,"Tak Fujimoto","Clavius Base",0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
5.8,20000000,24,"Sep",2010,105,"English","USA","PG",2.35,"Touchstone Pictures",753,"Andy Fickman","Jamie Lee Curtis",135,"James Wolk",4968,"Christine Lakin",3375,"Color","Comedy|Family|Romance",6,"dancing|dog|flight|hostility|travel",0,0,0,0,0,1,0,0,0,0,0,0,0,2854,"David Hennings","Touchstone Pictures",0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0
4.2,8000000,6,"May",2016,106,"English","USA","R",2.35,"Premiere Entertainment Group",16,"Michael Winnick","Scott Takeda",30582,"Helena Mattsson",3299,"Craig Sheffer",3470,"Color","Action",0,"gun|mayor|nightclub|police|vigilantism",1,0,0,0,0,0,0,0,0,0,0,0,0,14762,"Anthony J. Rickert-Epstein","Code of Honor",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5.5,19000000,21,"Apr",2006,107,"English","USA","PG-13",1.85,"Universal Pictures",106,"Paul Weitz","Judy Greer",367,"Dennis Quaid",913,"Chris Klein",3474,"Color","Comedy|Music",6,"chief of staff|contest|president|singing|terrorist",0,0,0,0,1,0,0,0,0,0,0,0,0,20456,"Robert Elswit","Universal Pictures",0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
6.9,28000000,5,"Oct",2001,82,"English","USA","PG-13",1.85,"Miramax",180,"Peter Chelsom","Lilli Lavine",356183,"David Sparrow",85845,"Ann Talman",61308,"Color","Comedy|Romance",0,"christmas|destiny|fate|love|serendipity",0,0,0,0,0,1,0,0,0,0,0,0,0,4748,"John de Borman","Miramax",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,20000000,29,"Jul",2016,100,"English","USA","R",2.35,"STX Entertainment",741,"Jon Lucas","Mila Kunis",376,"Jay Hernandez",98,"Jada Pinkett Smith",1892,"Color","Comedy",9,"lesbian kiss|mom|pta|reference to mad max|scene during end credits",0,0,0,0,0,0,0,0,0,0,0,0,0,1049,"Jim Denault","STX Entertainment",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,4000000,25,"Jan",2005,101,"English","UK","PG",1.85,"Samuel Goldwyn Films",52,"Dave McKean","Stephanie Leonidas",2662,"Gina McKee",978,"Rob Brydon",6443,"Color","Adventure|Fantasy",0,"circus|dark fantasy|dream|dream world|fantasy world",0,1,0,0,0,0,0,0,0,0,0,0,0,14390,"Antony Shearn","Destination Films",0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
7.6,38000000,14,"Jan",2000,146,"English","USA","R",1.85,"Universal Pictures",131,"Norman Jewison","Denzel Washington",341,"Vincent Pastore",10937,"Deborah Kara Unger",2985,"Black and White","Biography|Drama|Sport",0,"african american|book|boxer|boxing|murder",0,0,0,0,0,0,0,1,0,1,0,0,0,8521,"Roger Deakins","Azoff Entertainment",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,52000000,16,"Apr",2003,104,"English","USA","PG-13",2.35,"Metro-Goldwyn-Mayer (MGM)",68,"Paul Hunter","Jaime King",961,"Mako",5859,"Victoria Smurfit",4549,"Color","Action|Comedy|Fantasy",3,"monastery|monk|scroll|tibetan|tibetan monk",1,0,0,0,0,0,0,0,0,0,0,0,0,6978,"Stefan Czapsky","Metro-Goldwyn-Mayer (MGM)",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6.7,15000000,11,"Oct",2002,90,"English","USA","PG",2.35,"Buena Vista Pictures",92,"Jay Russell","William Hurt",2566,"Sissy Spacek",655,"Jonathan Jackson",3225,"Color","Drama|Family|Fantasy|Romance",2,"fountain of youth|immortality|secret|woods|young man",0,0,0,0,0,1,0,0,0,1,0,0,0,7651,"James L. Carter","Walt Disney Pictures",0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1
6.8,12000000,20,"Jan",2013,99,"English","UK","R",2.35,"Fox Searchlight Pictures",1491,"Chan-wook Park","Mia Wasikowska",1470,"Alden Ehrenreich",80,"Harmony Korine",4508,"Color","Drama|Thriller",4,"death|hitchcockian|psychopath|sociopath|vomiting",0,0,0,1,0,0,0,0,0,1,0,0,0,2680,"Chung-hoon Chung","Fox Searchlight Pictures",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.6,50000000,16,"Sep",2005,122,"English","USA","R",2.35,"Bigfoot Ascendant Distribution",435,"Andrew Niccol","Nicolas Cage",133,"Jeremy Crutchley",33187,"Jared Burke",156795,"Color","Crime|Drama|Thriller",2,"1980s|arms dealer|immorality|ukrainian|warlord",0,0,0,1,0,0,0,0,0,1,0,0,1,4166,"Amir Mokri","Entertainment Manufacturing Company",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6.8,45000000,21,"Mar",1997,86,"English","USA","PG-13",1.85,"Universal Pictures",268,"Tom Shadyac","Maura Tierney",998,"Swoosie Kurtz",5168,"Randall 'Tex' Cobb",9461,"Color","Comedy|Fantasy|Romance",1,"birthday|birthday wish|father disappoints child|lie|workaholic",0,0,0,0,0,1,0,0,0,0,0,0,0,2038,"Russell Boyd","Universal Pictures",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.8,21150000,20,"Apr",2001,92,"English","Australia","PG",1.85,"Kathy Morgan International",19,"Simon Wincer","Jere Burns",5218,"Paul Hogan",213878,"Linda Kozlowski",1258,"Color","Adventure|Comedy|Crime",0,"boat|crocodile|garbage can|knife|paramount pictures",0,1,0,0,0,0,0,0,0,0,0,0,1,8276,"David Burr","Bungalow Productions",0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1
7.1,12000000,20,"Mar",2009,110,"English","USA","R",2.35,"2929 International",644,"James Gray","Isabella Rossellini",2461,"Vinessa Shaw",136,"Samantha Ivers",14678,"Color","Drama|Romance",0,"jewish|love|married man|neighbor|photograph",0,0,0,0,0,1,0,0,0,1,0,0,0,5403,"Joaquaadn Baca-Asay","2929 Productions",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7.4,20000000,26,"Sep",2008,184,"German","Germany","R",1.85,"Summit Entertainment",176,"Uli Edel","Moritz Bleibtreu",12381,"Alexandra Maria Lara",4153,"Martina Gedeck",11053,"Color","Action|Biography|Crime|Drama",2,"bonn germany|failed kidnapping|handcuffs|projectile|terrorist",1,0,0,0,0,0,0,0,0,1,0,0,1,12553,"Rainer Klausmann","Constantin Film",1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
7.3,43000000,12,"Jan",2001,136,"English","USA","PG-13",2.35,"Columbia Pictures Corporation",124,"Gus Van Sant","F. Murray Abraham",3940,"Rob Brown",9453,"Michael Nouri",7306,"Color","Drama",1,"basketball|mentor|new york|school|writing",0,0,0,0,0,0,0,0,0,1,0,0,0,6348,"Harris Savides","Columbia Pictures Corporation",0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
3.5,8000000,30,"Jan",2004,95,"English","USA","PG-13",1.85,"Screen Gems",145,"Chris Stokes","Jennifer Freeman",6692,"Marques Houston",12882,"Steve Harvey",9854,"Color","Drama|Music",0,"competition|dance contest|friend|money|street dancing",0,0,0,0,1,0,0,0,0,1,0,0,0,9398,"David Hennings","Screen Gems",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,50000000,5,"Jan",2007,147,"English","Germany","R",2.35,"Summit Entertainment",219,"Tom Tykwer","Michael Smiley",9504,"David Calder",12860,"Simon Chandler",32088,"Color","Crime|Drama|Fantasy",0,"18th century|perfume|scent|sense of smell|smell",0,0,0,0,0,0,0,0,0,1,0,0,1,2593,"Frank Griebe","Constantin Film",0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1
6.1,18000000,2,"Apr",1982,93,"English","USA","R",1.85,"Universal Pictures",212,"Paul Schrader","Ed Begley Jr.",4334,"Ruby Dee",12386,"John Heard",4899,"Color","Fantasy|Horror|Thriller",1,"cat|cat people|leopard|love|slip the undergarment",0,0,0,1,0,0,0,0,1,0,0,0,0,4942,"John Bailey","RKO Pictures",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.4,12000000,2,"Nov",2007,106,"English","USA","PG-13",1.85,"Kimmel International",912,"Craig Gillespie","Ryan Gosling",215,"Kelli Garner",3886,"Paul Schneider",4615,"Color","Comedy|Drama|Romance",1,"in love with an inanimate object|internet|introvert|psychologist|sex doll",0,0,0,0,0,1,0,0,0,1,0,0,0,3861,"Adam Kimmel","Metro-Goldwyn-Mayer (MGM)",0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5.8,50000000,10,"Feb",2006,105,"English","USA","PG-13",2.35,"Warner Home Video",98,"Richard Loncraine","Jimmy Bennett",810,"Harrison Ford",413,"Mary Lynn Rajskub",1204,"Color","Crime|Thriller",1,"architect|bank|cayman islands|meeting|murder",0,0,0,1,0,0,0,0,0,0,0,0,1,10844,"Marco Pontecorvo","Warner Bros.",0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
7.2,40000000,20,"Oct",2000,123,"English","USA","PG-13",1.85,"Warner Bros.",123,"Mimi Leder","Kevin Spacey",625,"Haley Joel Osment",463,"Angie Dickinson",1107,"Color","Drama",2,"alcoholism|boy|good deed|protective male|teacher",0,0,0,0,0,0,0,0,0,1,0,0,0,4257,"Oliver Stapleton","Warner Bros.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6.2,28000000,10,"Oct",2014,81,"English","USA","PG",2.39,"Walt Disney Studios Motion Pictures",6,"Miguel Arteta","Bella Thorne",313,"Steve Carell",296,"Jennifer Garner",440,"Color","Comedy|Family",6,"bad day|based on book|birthday|job interview|long title",0,0,0,0,0,0,0,0,0,0,0,0,0,6017,"Terry Stacey","Walt Disney Pictures",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.8,25000000,25,"Dec",1993,134,"English","USA","R",2.35,"Buena Vista Pictures",497,"George P. Cosmatos","Michael Biehn",1232,"Dana Delany",1497,"Powers Boothe",3801,"Color","Action|Biography|Drama|History|Romance|Western",0,"cigar smoking|cowboy|duel|outlaw|tombstone arizona",1,0,0,0,0,1,1,0,0,1,0,0,0,561,"William A. Fraker","Hollywood Pictures",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.1,16000000,3,"Oct",2014,110,"English","USA","PG-13",2.35,"Arclight Films",395,"Vic Armstrong","Nicolas Cage",133,"Lea Thompson",976,"Quinton Aaron",3960,"Color","Action|Drama|Fantasy|Mystery|Thriller",1,"bible quote|chaos|faith|riot|shrine",1,0,0,1,0,0,0,0,0,1,0,0,0,3616,"Jack N. Green","Stoney Lake Entertainment",0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1
6.2,5000000,9,"Aug",2001,95,"English","USA","R",1.85,"Lions Gate Films",14,"Tim Blake Nelson","Mekhi Phifer",4606,"Andrew Keegan",4044,"John Heard",4899,"Color","Drama|Romance|Thriller",2,"basketball|basketball player|boarding school|love|shakespeare's othello",0,0,0,1,0,1,0,0,0,1,0,0,0,11200,"Russell Lee Fine","Chickie the Cop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.1,30000000,14,"Dec",2007,118,"English","Germany","R",2.35,"Image Entertainment",33,"Bille August","Terry Pheto",85405,"Patrick Lyster",37411,"Tyrone Keogh",36961,"Color","Biography|Drama|History",1,"african national congress|father daughter relationship|film starts with text|nelson mandela|violence",0,0,0,0,0,0,0,0,0,1,0,0,0,22973,"Robert Fraisse","Banana Films",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.4,36000000,12,"Sep",2014,107,"English","USA","PG",1.85,"Warner Bros.",229,"Charles Martin Smith","Morgan Freeman",856,"Taylor Blackwell",25703,"Harry Connick Jr.",4952,"Color","Drama|Family",0,"dolphin|latex gloves|medical scrubs|purple gloves|turtle",0,0,0,0,0,0,0,0,0,1,0,0,0,15002,"Daryn Okada","Alcon Entertainment",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.8,25000000,7,"Apr",1995,97,"English","USA","PG-13",1.85,"New Line Cinema",44,"Jeremy Leven","Johnny Depp",121,"Marlon Brando",785,"Faye Dunaway",1941,"Color","Comedy|Drama|Romance",3,"don juan|mental institution|patient|psychiatrist|retirement",0,0,0,0,0,1,0,0,0,1,0,0,0,9464,"Ralf D. Bode","New Line Cinema",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,20000000,3,"Jun",2016,110,"English","UK","PG-13",2.35,"Warner Bros.",387,"Thea Sharrock","Sam Claflin",463,"Emilia Clarke",14,"Brendan Coyle",5253,"Color","Drama|Romance",0,"accident|caretaker|economic hardship|quadriplegic|wheelchair",0,0,0,0,0,1,0,0,0,1,0,0,0,600,"Remi Adefarasin","Metro-Goldwyn-Mayer (MGM)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
7.3,10000000,10,"Nov",2002,85,"Cantonese","Hong Kong","PG",1.85,"Miramax",152,"Stephen Chow","Wei Zhao",9208,"Karen Mok",32651,"Kwok-Kwan Chan",12645,"Black and White","Action|Comedy|Sport",2,"cult film|kung fu|martial arts|shaolin|soccer",1,0,0,0,0,0,0,1,0,0,0,0,0,7606,"multiple","Star Overseas",0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1
6.9,14000000,18,"Sep",1987,119,"English","USA","R",1.85,"Paramount Pictures",536,"Adrian Lyne","Fred Gwynne",4126,"Lois Smith",4576,"Anne Archer",2634,"Color","Drama|Romance|Thriller",0,"borderline personality disorder|killing a pet|madame butterfly|new york|new york city",0,0,0,1,0,1,0,0,0,1,0,0,0,3160,"Howard Atherton","Paramount Pictures",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
